ItemID,SortID,SourceType,Name,Desc,AnimationMaleID,AnimationFemaleID,PropID,PropIDLeft,PropIDRight,PropIDHead,result_random,InGameIcon,VFXMaleIngame,VFXMaleSystem,VFXFemaleIngame,VFXFemaleSystem,IsLeadEmote,IsLeadEmoteIngame,HideClothEffectSlots,SFXResourceId
909000095,1,9,T_29_R_EMOTE_PENGUIN_NAME,T_29_R_EMOTE_PENGUIN_DESC,INGAME_ANIMATION_EMOTE_MALE_PENGUIN,INGAME_ANIMATION_EMOTE_FEMALE_PENGUIN,,,,,,,FF_VFX_Emote_Male_Penguin;FF_VFX_Emote_Male_Penguin_Anniversary;FF_VFX_Emote_Male_Penguin_Cyber,FF_VFX_Emote_Male_Penguin;FF_VFX_Emote_Male_Penguin_Anniversary;FF_VFX_Emote_Male_Penguin_Cyber,FF_VFX_Emote_Female_Penguin;FF_VFX_Emote_Female_Penguin_Anniversary;FF_VFX_Emote_Female_Penguin_Cyber,FF_VFX_Emote_Female_Penguin;FF_VFX_Emote_Female_Penguin_Anniversary;FF_VFX_Emote_Female_Penguin_Cyber,,,,
909000096,1,9,T_29_R_EMOTE_LEGGUITAR_NAME,T_29_R_EMOTE_LEGGUITAR_DESC,INGAME_ANIMATION_EMOTE_MALE_LEGGUITAR,INGAME_ANIMATION_EMOTE_FEMALE_LEGGUITAR,,,,,,,,,,,,,,
909000097,1,5,T_30_R_EMOTE_POOF_NAME,T_30_R_EMOTE_POOF_DESC,INGAME_ANIMATION_EMOTE_MALE_POOF,INGAME_ANIMATION_EMOTE_FEMALE_POOF,,,,,,INGAME_EMOTE_01,,,,,,,,
909000098,1,9,T_30_R_EMOTE_BOOYAHDAY21_GUN_NAME,T_30_R_EMOTE_BOOYAHDAY21_GUN_DESC,INGAME_ANIMATION_EMOTE_MALE_BOOYAHDAY21_GUN,INGAME_ANIMATION_EMOTE_FEMALE_BOOYAHDAY21_GUN,,,,,,,FF_VFX_Emote_Male_Cos_Booyahday21_Gun,FF_VFX_Emote_Male_Cos_Booyahday21_Gun_Lobby,FF_VFX_Emote_Female_Cos_Booyahday21_Gun,FF_VFX_Emote_Female_Cos_Booyahday21_Gun_Lobby,,,,
909000099,1,9,T_30_R_EMOTE_BOOYAHDAY21_PROVOCATION_NAME,T_30_R_EMOTE_BOOYAHDAY21_PROVOCATION_DESC,INGAME_ANIMATION_EMOTE_MALE_BOOYAHDAY21_PROVOCATION,INGAME_ANIMATION_EMOTE_FEMALE_BOOYAHDAY21_PROVOCATION,,,,,,,,,,,,,,
909000121,1,9,T_30_R_EMOTE_BOOYAHDAY21_BASKETBALL_NAME,T_30_R_EMOTE_BOOYAHDAY21_BASKETBALL_DESC,INGAME_ANIMATION_EMOTE_MALE_BOOYAHDAY21_BASKETBALL,INGAME_ANIMATION_EMOTE_FEMALE_BOOYAHDAY21_BASKETBALL,,,,,,,FF_VFX_Emote_Male_Cos_Booyahday21_Basketball,FF_VFX_Emote_Male_Cos_Booyahday21_Basketball_Lobby,FF_VFX_Emote_Female_Cos_Booyahday21_Basketball,FF_VFX_Emote_Female_Cos_Booyahday21_Basketball_Lobby,,,,
909000123,1,9,T_30_R_EMOTE_SUNGLASS_NAME,T_30_R_EMOTE_SUNGLASS_DESC,INGAME_ANIMATION_EMOTE_MALE_SUNGLASS,INGAME_ANIMATION_EMOTE_FEMALE_SUNGLASS,,,,,,,,,,,,,,
909000124,1,9,T_30_R_EMOTE_BOOYAHDAY21_BOOYAHEMOTE_NAME,T_30_R_EMOTE_BOOYAHDAY21_BOOYAHEMOTE_DESC,INGAME_ANIMATION_EMOTE_MALE_BOOYAHDAY21_BOOYAHEMOTE,INGAME_ANIMATION_EMOTE_FEMALE_BOOYAHDAY21_BOOYAHEMOTE,,,,,,,,,,,,,,
909000125,1,9,T_30_R_EMOTE_BOOYAHDAY21_LEADEMOTE_NAME,T_30_R_EMOTE_BOOYAHDAY21_LEADEMOTE_DESC,INGAME_ANIMATION_EMOTE_MALE_BOOYAHDAY21_LEADEMOTE,INGAME_ANIMATION_EMOTE_FEMALE_BOOYAHDAY21_LEADEMOTE,,,,,,,FF_VFX_Emote_Male_Cos_Booyahday21_LeadEmote,FF_VFX_Emote_Male_Cos_Booyahday21_LeadEmote_Lobby,FF_VFX_Emote_Female_Cos_Booyahday21_LeadEmote,FF_VFX_Emote_Female_Cos_Booyahday21_LeadEmote_Lobby,1,1,,
909000126,1,9,T_30_R_EMOTE_MAX_NAME,T_30_R_EMOTE_MAX_DESC,INGAME_ANIMATION_EMOTE_MALE_MAX,INGAME_ANIMATION_EMOTE_FEMALE_MAX,,,,,,,,,,,,,,
909000127,1,9,T_30_R_EMOTE_BATTLEINSTYLE_NAME,T_30_R_EMOTE_BATTLEINSTYLE_DESC,INGAME_ANIMATION_EMOTE_MALE_BATTLEINSTYLE,INGAME_ANIMATION_EMOTE_FEMALE_BATTLEINSTYLE,,,,,,INGAME_EMOTE_03,,,,,,,,
909000128,1,9,T_30_R_EMOTE_UNIONWAR_NAME,T_30_R_EMOTE_UNIONWAR_DESC,INGAME_ANIMATION_EMOTE_MALE_UNIONWAR,INGAME_ANIMATION_EMOTE_FEMALE_UNIONWAR,,,,,,,,,,,,,,
909000129,1,9,T_31_R_EMOTE_JUMPSUIT_BAG_NAME,T_31_R_EMOTE_JUMPSUIT_BAG_DESC,INGAME_ANIMATION_EMOTE_MALE_JUMPSUIT_BAG,INGAME_ANIMATION_EMOTE_FEMALE_JUMPSUIT_BAG,,,,,,,,,,,,,,
909000130,1,9,T_31_R_EMOTE_JUMPSUIT_SHOOT_NAME,T_31_R_EMOTE_JUMPSUIT_SHOOT_DESC,INGAME_ANIMATION_EMOTE_MALE_JUMPSUIT_SHOOT,INGAME_ANIMATION_EMOTE_FEMALE_JUMPSUIT_SHOOT,,,,,,,,,,,,,,
909000131,1,5,T_31_R_EMOTE_MJDANCE_NAME,T_31_R_EMOTE_MJDANCE_DESC,INGAME_ANIMATION_EMOTE_MALE_MJDANCE,INGAME_ANIMATION_EMOTE_FEMALE_MJDANCE,,,,,,,,,,,,,,
909000132,1,9,T_31_R_EMOTE_FALCONER_NAME,T_31_R_EMOTE_FALCONER_DESC,INGAME_ANIMATION_EMOTE_MALE_FALCONER,INGAME_ANIMATION_EMOTE_FEMALE_FALCONER,,,,,,,,,,,,,,
909000133,1,9,T_31_R_EMOTE_FIRE_NAME,T_31_R_EMOTE_FIRE_DESC,INGAME_ANIMATION_EMOTE_MALE_FIRE,INGAME_ANIMATION_EMOTE_FEMALE_FIRE,,,,,,,,,,,,,,
909000134,1,9,T_31_R_EMOTE_THAGENT_NAME,T_31_R_EMOTE_THAGENT_DESC,INGAME_ANIMATION_EMOTE_MALE_THAGENT,INGAME_ANIMATION_EMOTE_FEMALE_THAGENT,,,,,,,,,,,,,,
909000135,1,9,T_31_R_EMOTE_FINGERGUESSING_NAME,T_31_R_EMOTE_FINGERGUESSING_DESC,INGAME_ANIMATION_EMOTE_MALE_FINGERGUESSING,INGAME_ANIMATION_EMOTE_FEMALE_FINGERGUESSING,,,,,,,FF_VFX_Emote_Male_Cos_FingerGuessing_Paper;FF_VFX_Emote_Male_Cos_FingerGuessing_Rock;FF_VFX_Emote_Male_Cos_FingerGuessing_Scissors,FF_VFX_Emote_Male_Cos_FingerGuessing_Paper;FF_VFX_Emote_Male_Cos_FingerGuessing_Rock;FF_VFX_Emote_Male_Cos_FingerGuessing_Scissors,FF_VFX_Emote_Female_Cos_FingerGuessing_Paper;FF_VFX_Emote_Female_Cos_FingerGuessing_Rock;FF_VFX_Emote_Female_Cos_FingerGuessing_Scissors,FF_VFX_Emote_Female_Cos_FingerGuessing_Paper;FF_VFX_Emote_Female_Cos_FingerGuessing_Rock;FF_VFX_Emote_Female_Cos_FingerGuessing_Scissors,1,1,,
909000136,1,9,T_31_R_EMOTE_NEWYEARVR_NAME,T_31_R_EMOTE_NEWYEARVR_DESC,INGAME_ANIMATION_EMOTE_MALE_NEWYEARVR,INGAME_ANIMATION_EMOTE_FEMALE_NEWYEARVR,,,,,,,,,,,,,,
909000137,1,9,T_32_R_EMOTE_HURRICANE_RED_NAME,T_32_R_EMOTE_HURRICANE_RED_DESC,INGAME_ANIMATION_EMOTE_MALE_HURRICANE_RED,INGAME_ANIMATION_EMOTE_FEMALE_HURRICANE_RED,,,,,,,FF_VFX_Emote_Male_Cos_Hurricane_Red,FF_VFX_Emote_Male_Cos_Hurricane_Red_Lobby,FF_VFX_Emote_Female_Cos_Hurricane_Red,FF_VFX_Emote_Female_Cos_Hurricane_Red_Lobby,1,1,,Emote_BGM_Hurricane_NEW
909000138,1,9,T_32_R_EMOTE_HURRICANE_BBQ_NAME,T_32_R_EMOTE_HURRICANE_BBQ_DESC,INGAME_ANIMATION_EMOTE_MALE_HURRICANE_BBQ,INGAME_ANIMATION_EMOTE_FEMALE_HURRICANE_BBQ,,,,,,,,,,,,,,
909000139,1,9,T_32_R_EMOTE_HURRICANE_BLUE_NAME,T_32_R_EMOTE_HURRICANE_BLUE_DESC,INGAME_ANIMATION_EMOTE_MALE_HURRICANE_BLUE,INGAME_ANIMATION_EMOTE_FEMALE_HURRICANE_BLUE,,,,,,,,,,,,,,
909000140,1,9,T_32_R_EMOTE_HOODEDKILLER_BLADE_NAME,T_32_R_EMOTE_HOODEDKILLER_BLADE_DESC,INGAME_ANIMATION_EMOTE_MALE_HOODEDKILLER_BLADE,INGAME_ANIMATION_EMOTE_FEMALE_HOODEDKILLER_BLADE,,,,,,,,,,,,,,
909000141,1,9,T_32_R_EMOTE_HOODEDKILLER_JUMP_NAME,T_32_R_EMOTE_HOODEDKILLER_JUMP_DESC,INGAME_ANIMATION_EMOTE_MALE_HOODEDKILLER_JUMP,INGAME_ANIMATION_EMOTE_FEMALE_HOODEDKILLER_JUMP,,,,,,,,,,,,,,
909000142,1,9,T_32_R_EMOTE_RHYTHMGIRL_NAME,T_32_R_EMOTE_RHYTHMGIRL_DESC,INGAME_ANIMATION_EMOTE_MALE_RHYTHMGIRL,INGAME_ANIMATION_EMOTE_FEMALE_RHYTHMGIRL,,,,,,,,,,,,,,
909000144,1,9,T_32_R_EMOTE_TIGER_NAME,T_32_R_EMOTE_TIGER_DESC,INGAME_ANIMATION_EMOTE_MALE_TIGER,INGAME_ANIMATION_EMOTE_FEMALE_TIGER,,,,,,,,,,,,,,
909000145,1,9,T_32_R_EMOTE_ASIAONI_NAME,T_32_R_EMOTE_ASIAONI_DESC,INGAME_ANIMATION_EMOTE_MALE_ASIANONI_DRAWING,INGAME_ANIMATION_EMOTE_FEMALE_ASIANONI_DRAWING,,,,,,,,,,,,,,
